Sound 1,Sound 2,%Similarity,Accuracy,%Sequential,Pitch diff,FM diff,Entropy diff,Goodness diff,AM diff,From(1),To(1),From(2),To(2),Comments
,,,,,,,,,,,,,,
bk474_43591.21874926_5_6_6_4_34_344700.wav,bk478_43222.51504386_5_2_14_18_24_321700.wav,19,66.5,85.61,1.414,1.668,4.117,6.119,1.115,44,72820,44,26268,type  comments here
bk474_43591.22901103_5_6_6_21_41_113200.wav,bk478_43222.51504386_5_2_14_18_24_321700.wav,18,66.73,83.87,1.368,1.643,4.083,6.131,1.185,44,72820,44,26268,type  comments here
bk474_43591.22901103_5_6_6_21_41_201700.wav,bk478_43222.51504386_5_2_14_18_24_321700.wav,20,68.2,87.39,1.366,1.652,3.917,5.737,1.153,44,72820,44,26268,type  comments here
bk474_43591.23371946_5_6_6_29_31_274700.wav,bk478_43222.51504386_5_2_14_18_24_321700.wav,21,65.34,85.93,1.372,1.713,4.245,5.845,1.191,44,72820,44,26268,type  comments here
bk474_43591.23557863_5_6_6_32_37_50200.wav,bk478_43222.51504386_5_2_14_18_24_321700.wav,15,65.98,87.3,1.422,1.714,4.302,5.986,1.171,44,72820,44,26268,type  comments here
bk474_43591.23665274_5_6_6_34_25_129200.wav,bk478_43222.51504386_5_2_14_18_24_321700.wav,18,67.46,85.73,1.387,1.68,4.165,5.906,1.157,44,72820,44,26268,type  comments here
bk474_43591.23682759_5_6_6_34_42_158700.wav,bk478_43222.51504386_5_2_14_18_24_321700.wav,20,66.32,90.56,1.381,1.674,4.2,5.734,1.172,44,72820,44,26268,type  comments here
bk474_43591.23682759_5_6_6_34_42_73200.wav,bk478_43222.51504386_5_2_14_18_24_321700.wav,18,65.46,82.58,1.448,1.7,4.272,6.079,1.164,44,72820,44,26268,type  comments here
bk474_43591.24346349_5_6_6_45_46_42700.wav,bk478_43222.51504386_5_2_14_18_24_321700.wav,19,68.05,86.69,1.449,1.674,4.27,6.177,1.191,44,72820,44,26268,type  comments here
bk474_43591.24557514_5_6_6_49_17_132200.wav,bk478_43222.51504386_5_2_14_18_24_321700.wav,21,67.18,80.04,1.403,1.677,4.174,5.906,1.187,44,72820,44,26268,type  comments here
bk474_43591.24557514_5_6_6_49_17_46700.wav,bk478_43222.51504386_5_2_14_18_24_321700.wav,16,66.84,89.19,1.42,1.667,4.441,5.853,1.213,44,72820,44,26268,type  comments here
bk474_43591.24914823_5_6_6_55_14_64200.wav,bk478_43222.51504386_5_2_14_18_24_321700.wav,15,68.02,82.34,1.454,1.754,4.632,5.752,1.212,44,72820,44,26268,type  comments here
bk474_43591.24962044_5_6_6_56_2_115200.wav,bk478_43222.51504386_5_2_14_18_24_321700.wav,20,69.98,78.23,1.37,1.714,4.232,5.543,1.184,44,72820,44,26268,type  comments here
bk474_43591.24976892_5_6_6_56_16_176200.wav,bk478_43222.51504386_5_2_14_18_24_321700.wav,20,70.31,78.35,1.396,1.658,4.452,5.753,1.159,44,72820,44,26268,type  comments here
bk474_43591.21874926_5_6_6_4_34_250700.wav,bk478_43222.51921499_5_2_14_25_21_78200.wav,19,67.54,80.29,1.729,1.762,3.503,5.872,1.113,44,72820,44,26268,type  comments here
bk474_43591.21874926_5_6_6_4_34_344700.wav,bk478_43222.51921499_5_2_14_25_21_78200.wav,18,69.29,82.1,1.762,1.728,3.68,6.143,1.047,44,72820,44,26268,type  comments here
bk474_43591.22901103_5_6_6_21_41_113200.wav,bk478_43222.51921499_5_2_14_25_21_78200.wav,18,70.69,84.4,1.714,1.705,3.625,6.164,1.116,44,72820,44,26268,type  comments here
bk474_43591.22901103_5_6_6_21_41_201700.wav,bk478_43222.51921499_5_2_14_25_21_78200.wav,19,69.05,81.62,1.711,1.713,3.491,5.773,1.085,44,72820,44,26268,type  comments here
bk474_43591.23371946_5_6_6_29_31_274700.wav,bk478_43222.51921499_5_2_14_25_21_78200.wav,21,68.87,85.4,1.678,1.772,3.805,5.887,1.123,44,72820,44,26268,type  comments here
bk474_43591.23557863_5_6_6_32_37_50200.wav,bk478_43222.51921499_5_2_14_25_21_78200.wav,15,68.77,81.62,1.728,1.768,3.85,6.03,1.104,44,72820,44,26268,type  comments here
bk474_43591.23665274_5_6_6_34_25_129200.wav,bk478_43222.51921499_5_2_14_25_21_78200.wav,20,65.62,80.53,1.715,1.738,3.713,5.949,1.089,44,72820,44,26268,type  comments here
bk474_43591.23682759_5_6_6_34_42_158700.wav,bk478_43222.51921499_5_2_14_25_21_78200.wav,18,67.58,82.1,1.694,1.734,3.76,5.777,1.104,44,72820,44,26268,type  comments here
bk474_43591.23682759_5_6_6_34_42_73200.wav,bk478_43222.51921499_5_2_14_25_21_78200.wav,19,64.97,80.77,1.765,1.761,3.825,6.098,1.096,44,72820,44,26268,type  comments here
bk474_43591.24346349_5_6_6_45_46_42700.wav,bk478_43222.51921499_5_2_14_25_21_78200.wav,18,70.32,80.46,1.755,1.735,3.812,6.221,1.124,44,72820,44,26268,type  comments here
bk474_43591.24557514_5_6_6_49_17_132200.wav,bk478_43222.51921499_5_2_14_25_21_78200.wav,21,68.09,85.82,1.724,1.737,3.737,5.944,1.12,44,72820,44,26268,type  comments here
bk474_43591.24557514_5_6_6_49_17_46700.wav,bk478_43222.51921499_5_2_14_25_21_78200.wav,18,68.88,85.76,1.728,1.721,3.964,5.888,1.145,44,72820,44,26268,type  comments here
bk474_43591.24914823_5_6_6_55_14_64200.wav,bk478_43222.51921499_5_2_14_25_21_78200.wav,17,65.55,80.65,1.734,1.812,4.136,5.789,1.145,44,72820,44,26268,type  comments here
bk474_43591.24962044_5_6_6_56_2_115200.wav,bk478_43222.51921499_5_2_14_25_21_78200.wav,18,71.25,82.19,1.677,1.775,3.772,5.583,1.118,44,72820,44,26268,type  comments here
bk474_43591.24976892_5_6_6_56_16_176200.wav,bk478_43222.51921499_5_2_14_25_21_78200.wav,18,68.91,83.31,1.712,1.725,3.952,5.78,1.092,44,72820,44,26268,type  comments here
bk474_43591.21874926_5_6_6_4_34_250700.wav,bk478_43222.53337745_5_2_14_48_57_280200.wav,22,69.12,86.96,1.404,1.871,3.656,5.544,1.109,44,72820,44,26268,type  comments here
bk474_43591.21874926_5_6_6_4_34_344700.wav,bk478_43222.53337745_5_2_14_48_57_280200.wav,23,69.4,79.23,1.41,1.841,3.833,5.785,1.044,44,72820,44,26268,type  comments here
bk474_43591.22901103_5_6_6_21_41_113200.wav,bk478_43222.53337745_5_2_14_48_57_280200.wav,23,73.77,79.53,1.364,1.813,3.78,5.807,1.115,44,72820,44,26268,type  comments here
bk474_43591.22901103_5_6_6_21_41_201700.wav,bk478_43222.53337745_5_2_14_48_57_280200.wav,20,73.48,86.49,1.361,1.826,3.644,5.442,1.084,44,72820,44,26268,type  comments here
bk474_43591.23371946_5_6_6_29_31_274700.wav,bk478_43222.53337745_5_2_14_48_57_280200.wav,22,68.79,82.22,1.362,1.886,3.958,5.55,1.121,44,72820,44,26268,type  comments here
bk474_43591.23557863_5_6_6_32_37_50200.wav,bk478_43222.53337745_5_2_14_48_57_280200.wav,23,71.33,84.88,1.414,1.88,4.004,5.688,1.1,44,72820,44,26268,type  comments here
bk474_43591.23665274_5_6_6_34_25_129200.wav,bk478_43222.53337745_5_2_14_48_57_280200.wav,22,72.74,85.36,1.38,1.853,3.866,5.628,1.085,44,72820,44,26268,type  comments here
bk474_43591.23682759_5_6_6_34_42_158700.wav,bk478_43222.53337745_5_2_14_48_57_280200.wav,23,71.28,85.69,1.372,1.847,3.913,5.444,1.101,44,72820,44,26268,type  comments here
bk474_43591.23682759_5_6_6_34_42_73200.wav,bk478_43222.53337745_5_2_14_48_57_280200.wav,21,70.3,83.86,1.44,1.875,3.977,5.751,1.092,44,72820,44,26268,type  comments here
bk474_43591.24346349_5_6_6_45_46_42700.wav,bk478_43222.53337745_5_2_14_48_57_280200.wav,21,70.42,77.79,1.44,1.847,3.966,5.885,1.12,44,72820,44,26268,type  comments here
bk474_43591.24557514_5_6_6_49_17_132200.wav,bk478_43222.53337745_5_2_14_48_57_280200.wav,21,68.12,80.89,1.396,1.85,3.891,5.59,1.117,44,72820,44,26268,type  comments here
bk474_43591.24557514_5_6_6_49_17_46700.wav,bk478_43222.53337745_5_2_14_48_57_280200.wav,22,69.34,88.09,1.409,1.838,4.118,5.553,1.141,44,72820,44,26268,type  comments here
bk474_43591.24914823_5_6_6_55_14_64200.wav,bk478_43222.53337745_5_2_14_48_57_280200.wav,19,71.71,86.79,1.442,1.926,4.29,5.455,1.141,44,72820,44,26268,type  comments here
bk474_43591.24962044_5_6_6_56_2_115200.wav,bk478_43222.53337745_5_2_14_48_57_280200.wav,23,71.93,88.17,1.362,1.883,3.926,5.243,1.114,44,72820,44,26268,type  comments here
bk474_43591.24976892_5_6_6_56_16_176200.wav,bk478_43222.53337745_5_2_14_48_57_280200.wav,22,72.46,78.11,1.387,1.831,4.106,5.432,1.088,44,72820,44,26268,type  comments here
bk474_43591.21874926_5_6_6_4_34_250700.wav,bk478_43222.53751949_5_2_14_55_51_319200.wav,16,72.56,79.56,1.491,1.884,4.419,5.943,1.16,44,72820,44,26268,type  comments here
bk474_43591.21874926_5_6_6_4_34_344700.wav,bk478_43222.53751949_5_2_14_55_51_319200.wav,17,72.45,79.08,1.511,1.854,4.601,6.18,1.095,44,72820,44,26268,type  comments here
bk474_43591.22901103_5_6_6_21_41_113200.wav,bk478_43222.53751949_5_2_14_55_51_319200.wav,16,71.08,81.86,1.462,1.831,4.557,6.203,1.167,44,72820,44,26268,type  comments here
bk474_43591.22901103_5_6_6_21_41_201700.wav,bk478_43222.53751949_5_2_14_55_51_319200.wav,15,72.1,83.43,1.46,1.84,4.407,5.837,1.134,44,72820,44,26268,type  comments here
bk474_43591.23371946_5_6_6_29_31_274700.wav,bk478_43222.53751949_5_2_14_55_51_319200.wav,18,74.36,79.32,1.445,1.899,4.727,5.949,1.17,44,72820,44,26268,type  comments here
bk474_43591.23557863_5_6_6_32_37_50200.wav,bk478_43222.53751949_5_2_14_55_51_319200.wav,12,75.46,84.4,1.496,1.895,4.779,6.085,1.151,44,72820,44,26268,type  comments here
bk474_43591.23665274_5_6_6_34_25_129200.wav,bk478_43222.53751949_5_2_14_55_51_319200.wav,15,73.11,80.41,1.472,1.866,4.64,6.023,1.136,44,72820,44,26268,type  comments here
bk474_43591.23682759_5_6_6_34_42_158700.wav,bk478_43222.53751949_5_2_14_55_51_319200.wav,15,73.22,82.67,1.459,1.861,4.682,5.843,1.152,44,72820,44,26268,type  comments here
bk474_43591.23682759_5_6_6_34_42_73200.wav,bk478_43222.53751949_5_2_14_55_51_319200.wav,14,71.55,80.16,1.528,1.888,4.749,6.145,1.143,44,72820,44,26268,type  comments here
bk474_43591.24346349_5_6_6_45_46_42700.wav,bk478_43222.53751949_5_2_14_55_51_319200.wav,12,72.92,84.76,1.522,1.861,4.742,6.284,1.171,44,72820,44,26268,type  comments here
bk474_43591.24557514_5_6_6_49_17_132200.wav,bk478_43222.53751949_5_2_14_55_51_319200.wav,17,73.28,75.81,1.485,1.864,4.659,5.989,1.167,44,72820,44,26268,type  comments here
bk474_43591.24557514_5_6_6_49_17_46700.wav,bk478_43222.53751949_5_2_14_55_51_319200.wav,12,75.67,85.48,1.492,1.85,4.902,5.947,1.192,44,72820,44,26268,type  comments here
bk474_43591.24914823_5_6_6_55_14_64200.wav,bk478_43222.53751949_5_2_14_55_51_319200.wav,12,78.36,84.52,1.513,1.94,5.082,5.853,1.191,44,72820,44,26268,type  comments here
bk474_43591.24962044_5_6_6_56_2_115200.wav,bk478_43222.53751949_5_2_14_55_51_319200.wav,13,77.17,84.76,1.446,1.9,4.703,5.64,1.166,44,72820,44,26268,type  comments here
bk474_43591.24976892_5_6_6_56_16_176200.wav,bk478_43222.53751949_5_2_14_55_51_319200.wav,14,76,83.31,1.473,1.85,4.899,5.827,1.139,44,72820,44,26268,type  comments here
bk474_43591.21874926_5_6_6_4_34_250700.wav,bk478_43222.53751949_5_2_14_55_51_416200.wav,15,68.73,82.19,1.428,1.853,4.526,5.924,1.152,44,72820,44,26268,type  comments here
bk474_43591.21874926_5_6_6_4_34_344700.wav,bk478_43222.53751949_5_2_14_55_51_416200.wav,14,67.95,88.27,1.447,1.822,4.709,6.177,1.085,44,72820,44,26268,type  comments here
bk474_43591.22901103_5_6_6_21_41_113200.wav,bk478_43222.53751949_5_2_14_55_51_416200.wav,16,68.23,85.48,1.4,1.798,4.667,6.197,1.157,44,72820,44,26268,type  comments here
bk474_43591.22901103_5_6_6_21_41_201700.wav,bk478_43222.53751949_5_2_14_55_51_416200.wav,15,67.39,82.96,1.398,1.806,4.515,5.825,1.124,44,72820,44,26268,type  comments here
bk474_43591.23371946_5_6_6_29_31_274700.wav,bk478_43222.53751949_5_2_14_55_51_416200.wav,18,69.15,82.02,1.383,1.868,4.835,5.933,1.162,44,72820,44,26268,type  comments here
bk474_43591.23557863_5_6_6_32_37_50200.wav,bk478_43222.53751949_5_2_14_55_51_416200.wav,13,69.99,84.31,1.433,1.865,4.888,6.078,1.139,44,72820,44,26268,type  comments here
bk474_43591.23665274_5_6_6_34_25_129200.wav,bk478_43222.53751949_5_2_14_55_51_416200.wav,13,65.1,85.85,1.41,1.838,4.751,6.004,1.129,44,72820,44,26268,type  comments here
bk474_43591.23682759_5_6_6_34_42_158700.wav,bk478_43222.53751949_5_2_14_55_51_416200.wav,16,68.11,79.34,1.396,1.83,4.79,5.83,1.142,44,72820,44,26268,type  comments here
bk474_43591.23682759_5_6_6_34_42_73200.wav,bk478_43222.53751949_5_2_14_55_51_416200.wav,14,66.77,88.09,1.465,1.854,4.858,6.145,1.134,44,72820,44,26268,type  comments here
bk474_43591.24346349_5_6_6_45_46_42700.wav,bk478_43222.53751949_5_2_14_55_51_416200.wav,12,62.83,86.69,1.46,1.828,4.853,6.269,1.162,44,72820,44,26268,type  comments here
bk474_43591.24557514_5_6_6_49_17_132200.wav,bk478_43222.53751949_5_2_14_55_51_416200.wav,15,69.75,85.7,1.422,1.832,4.766,5.98,1.157,44,72820,44,26268,type  comments here
bk474_43591.24557514_5_6_6_49_17_46700.wav,bk478_43222.53751949_5_2_14_55_51_416200.wav,12,70.69,94.74,1.43,1.826,5.017,5.934,1.186,44,72820,44,26268,type  comments here
bk474_43591.24914823_5_6_6_55_14_64200.wav,bk478_43222.53751949_5_2_14_55_51_416200.wav,13,69.45,86.9,1.451,1.91,5.2,5.839,1.184,44,72820,44,26268,type  comments here
bk474_43591.24962044_5_6_6_56_2_115200.wav,bk478_43222.53751949_5_2_14_55_51_416200.wav,14,70.56,85.17,1.384,1.869,4.814,5.63,1.156,44,72820,44,26268,type  comments here
bk474_43591.24976892_5_6_6_56_16_176200.wav,bk478_43222.53751949_5_2_14_55_51_416200.wav,14,69.46,86.45,1.41,1.813,5.017,5.817,1.131,44,72820,44,26268,type  comments here
bk474_43591.21874926_5_6_6_4_34_250700.wav,bk478_43222.54185402_5_2_15_3_5_234700.wav,13,73.24,86.56,1.475,1.962,4.359,5.817,1.169,44,72820,44,26268,type  comments here
bk474_43591.21874926_5_6_6_4_34_344700.wav,bk478_43222.54185402_5_2_15_3_5_234700.wav,15,70.84,88.78,1.499,1.927,4.543,6.09,1.104,44,72820,44,26268,type  comments here
bk474_43591.22901103_5_6_6_21_41_113200.wav,bk478_43222.54185402_5_2_15_3_5_234700.wav,17,72.63,82.84,1.451,1.906,4.501,6.099,1.175,44,72820,44,26268,type  comments here
bk474_43591.22901103_5_6_6_21_41_201700.wav,bk478_43222.54185402_5_2_15_3_5_234700.wav,17,69.45,78.96,1.449,1.914,4.348,5.719,1.144,44,72820,44,26268,type  comments here
bk474_43591.23371946_5_6_6_29_31_274700.wav,bk478_43222.54185402_5_2_15_3_5_234700.wav,16,72.16,85.73,1.428,1.973,4.669,5.829,1.18,44,72820,44,26268,type  comments here
bk474_43591.23557863_5_6_6_32_37_50200.wav,bk478_43222.54185402_5_2_15_3_5_234700.wav,12,71.79,89.84,1.477,1.969,4.722,5.97,1.159,44,72820,44,26268,type  comments here
bk474_43591.23665274_5_6_6_34_25_129200.wav,bk478_43222.54185402_5_2_15_3_5_234700.wav,15,69.76,80.77,1.458,1.941,4.585,5.899,1.146,44,72820,44,26268,type  comments here
bk474_43591.23682759_5_6_6_34_42_158700.wav,bk478_43222.54185402_5_2_15_3_5_234700.wav,15,73.97,82.58,1.443,1.935,4.624,5.72,1.161,44,72820,44,26268,type  comments here
bk474_43591.23682759_5_6_6_34_42_73200.wav,bk478_43222.54185402_5_2_15_3_5_234700.wav,14,71.57,81.94,1.512,1.963,4.693,6.044,1.153,44,72820,44,26268,type  comments here
bk474_43591.24346349_5_6_6_45_46_42700.wav,bk478_43222.54185402_5_2_15_3_5_234700.wav,14,72.45,85.24,1.506,1.936,4.687,6.162,1.18,44,72820,44,26268,type  comments here
bk474_43591.24557514_5_6_6_49_17_132200.wav,bk478_43222.54185402_5_2_15_3_5_234700.wav,17,70.62,83.81,1.47,1.938,4.599,5.88,1.175,44,72820,44,26268,type  comments here
bk474_43591.24557514_5_6_6_49_17_46700.wav,bk478_43222.54185402_5_2_15_3_5_234700.wav,12,74.75,86.16,1.479,1.924,4.851,5.834,1.203,44,72820,44,26268,type  comments here
bk474_43591.24914823_5_6_6_55_14_64200.wav,bk478_43222.54185402_5_2_15_3_5_234700.wav,14,72.06,88.04,1.492,2.014,5.034,5.739,1.201,44,72820,44,26268,type  comments here
bk474_43591.24962044_5_6_6_56_2_115200.wav,bk478_43222.54185402_5_2_15_3_5_234700.wav,14,77.15,87.57,1.427,1.978,4.648,5.522,1.173,44,72820,44,26268,type  comments here
bk474_43591.24976892_5_6_6_56_16_176200.wav,bk478_43222.54185402_5_2_15_3_5_234700.wav,13,74.45,87.3,1.457,1.925,4.852,5.723,1.148,44,72820,44,26268,type  comments here
bk474_43591.21874926_5_6_6_4_34_250700.wav,bk478_43222.54185402_5_2_15_3_5_328700.wav,17,65.86,84.9,1.564,1.851,4.526,5.756,1.218,44,72820,44,26268,type  comments here
bk474_43591.21874926_5_6_6_4_34_344700.wav,bk478_43222.54185402_5_2_15_3_5_328700.wav,18,69.43,79.89,1.591,1.819,4.71,5.996,1.153,44,72820,44,26268,type  comments here
bk474_43591.22901103_5_6_6_21_41_113200.wav,bk478_43222.54185402_5_2_15_3_5_328700.wav,17,72.4,81.29,1.542,1.798,4.667,6.026,1.225,44,72820,44,26268,type  comments here
bk474_43591.22901103_5_6_6_21_41_201700.wav,bk478_43222.54185402_5_2_15_3_5_328700.wav,18,68.95,80.44,1.54,1.804,4.513,5.645,1.193,44,72820,44,26268,type  comments here
bk474_43591.23371946_5_6_6_29_31_274700.wav,bk478_43222.54185402_5_2_15_3_5_328700.wav,17,68.31,83.17,1.515,1.864,4.834,5.762,1.228,44,72820,44,26268,type  comments here
bk474_43591.23557863_5_6_6_32_37_50200.wav,bk478_43222.54185402_5_2_15_3_5_328700.wav,13,67.99,89.35,1.564,1.861,4.892,5.899,1.21,44,72820,44,26268,type  comments here
bk474_43591.23665274_5_6_6_34_25_129200.wav,bk478_43222.54185402_5_2_15_3_5_328700.wav,16,68.53,79.44,1.549,1.831,4.746,5.841,1.193,44,72820,44,26268,type  comments here
bk474_43591.23682759_5_6_6_34_42_158700.wav,bk478_43222.54185402_5_2_15_3_5_328700.wav,13,73.39,86.04,1.53,1.826,4.789,5.661,1.208,44,72820,44,26268,type  comments here
bk474_43591.23682759_5_6_6_34_42_73200.wav,bk478_43222.54185402_5_2_15_3_5_328700.wav,13,69.7,90.81,1.601,1.849,4.854,5.979,1.2,44,72820,44,26268,type  comments here
bk474_43591.24346349_5_6_6_45_46_42700.wav,bk478_43222.54185402_5_2_15_3_5_328700.wav,12,69.88,88.27,1.592,1.827,4.853,6.1,1.228,44,72820,44,26268,type  comments here
bk474_43591.24557514_5_6_6_49_17_132200.wav,bk478_43222.54185402_5_2_15_3_5_328700.wav,16,70.89,82.47,1.558,1.829,4.768,5.808,1.226,44,72820,44,26268,type  comments here
bk474_43591.24557514_5_6_6_49_17_46700.wav,bk478_43222.54185402_5_2_15_3_5_328700.wav,13,73.36,91.39,1.566,1.817,5.013,5.762,1.251,44,72820,44,26268,type  comments here
bk474_43591.24914823_5_6_6_55_14_64200.wav,bk478_43222.54185402_5_2_15_3_5_328700.wav,13,72.55,85.03,1.576,1.905,5.196,5.669,1.247,44,72820,44,26268,type  comments here
bk474_43591.24962044_5_6_6_56_2_115200.wav,bk478_43222.54185402_5_2_15_3_5_328700.wav,15,74.23,85.99,1.515,1.866,4.814,5.458,1.222,44,72820,44,26268,type  comments here
bk474_43591.24976892_5_6_6_56_16_176200.wav,bk478_43222.54185402_5_2_15_3_5_328700.wav,15,72.78,84.1,1.549,1.813,5.015,5.646,1.197,44,72820,44,26268,type  comments here
bk474_43591.21874926_5_6_6_4_34_250700.wav,bk478_43222.54313867_5_2_15_5_13_214200.wav,18,68.24,83.96,1.273,1.751,4.093,5.875,1.141,44,72820,44,26268,type  comments here
bk474_43591.21874926_5_6_6_4_34_344700.wav,bk478_43222.54313867_5_2_15_5_13_214200.wav,21,71.25,77,1.27,1.719,4.278,6.14,1.074,44,72820,44,26268,type  comments here
bk474_43591.22901103_5_6_6_21_41_113200.wav,bk478_43222.54313867_5_2_15_5_13_214200.wav,20,71.75,79.15,1.225,1.696,4.24,6.16,1.145,44,72820,44,26268,type  comments here
bk474_43591.22901103_5_6_6_21_41_201700.wav,bk478_43222.54313867_5_2_15_5_13_214200.wav,21,71.3,73.51,1.224,1.705,4.08,5.785,1.112,44,72820,44,26268,type  comments here
bk474_43591.23371946_5_6_6_29_31_274700.wav,bk478_43222.54313867_5_2_15_5_13_214200.wav,21,68.58,77.15,1.235,1.764,4.404,5.889,1.15,44,72820,44,26268,type  comments here
bk474_43591.23557863_5_6_6_32_37_50200.wav,bk478_43222.54313867_5_2_15_5_13_214200.wav,19,70.85,81.76,1.284,1.762,4.461,6.019,1.131,44,72820,44,26268,type  comments here
bk474_43591.23665274_5_6_6_34_25_129200.wav,bk478_43222.54313867_5_2_15_5_13_214200.wav,20,68.34,75.28,1.247,1.732,4.321,5.963,1.115,44,72820,44,26268,type  comments here
bk474_43591.23682759_5_6_6_34_42_158700.wav,bk478_43222.54313867_5_2_15_5_13_214200.wav,18,67.53,85,1.244,1.725,4.359,5.782,1.131,44,72820,44,26268,type  comments here
bk474_43591.23682759_5_6_6_34_42_73200.wav,bk478_43222.54313867_5_2_15_5_13_214200.wav,19,69.12,77.27,1.31,1.75,4.429,6.115,1.122,44,72820,44,26268,type  comments here
bk474_43591.24346349_5_6_6_45_46_42700.wav,bk478_43222.54313867_5_2_15_5_13_214200.wav,20,67.45,75.67,1.312,1.727,4.425,6.222,1.151,44,72820,44,26268,type  comments here
bk474_43591.24557514_5_6_6_49_17_132200.wav,bk478_43222.54313867_5_2_15_5_13_214200.wav,22,71.11,77.27,1.265,1.729,4.336,5.94,1.147,44,72820,44,26268,type  comments here
bk474_43591.24557514_5_6_6_49_17_46700.wav,bk478_43222.54313867_5_2_15_5_13_214200.wav,20,70.93,82.12,1.285,1.718,4.591,5.898,1.171,44,72820,44,26268,type  comments here
bk474_43591.24914823_5_6_6_55_14_64200.wav,bk478_43222.54313867_5_2_15_5_13_214200.wav,17,70.09,78.69,1.321,1.805,4.777,5.8,1.171,44,72820,44,26268,type  comments here
bk474_43591.24962044_5_6_6_56_2_115200.wav,bk478_43222.54313867_5_2_15_5_13_214200.wav,20,73.27,78.99,1.233,1.768,4.387,5.585,1.145,44,72820,44,26268,type  comments here
bk474_43591.24976892_5_6_6_56_16_176200.wav,bk478_43222.54313867_5_2_15_5_13_214200.wav,21,73.95,76.63,1.258,1.713,4.595,5.784,1.118,44,72820,44,26268,type  comments here
bk474_43591.21874926_5_6_6_4_34_250700.wav,bk478_43222.54313867_5_2_15_5_13_288200.wav,19,65.17,83.26,1.318,1.729,4.21,5.66,1.128,44,72820,44,26268,type  comments here
bk474_43591.21874926_5_6_6_4_34_344700.wav,bk478_43222.54313867_5_2_15_5_13_288200.wav,19,71.07,83.18,1.316,1.696,4.395,5.896,1.061,44,72820,44,26268,type  comments here
bk474_43591.22901103_5_6_6_21_41_113200.wav,bk478_43222.54313867_5_2_15_5_13_288200.wav,20,68.98,80.75,1.27,1.674,4.347,5.931,1.132,44,72820,44,26268,type  comments here
bk474_43591.22901103_5_6_6_21_41_201700.wav,bk478_43222.54313867_5_2_15_5_13_288200.wav,21,67.16,77.68,1.27,1.68,4.202,5.531,1.099,44,72820,44,26268,type  comments here
bk474_43591.23371946_5_6_6_29_31_274700.wav,bk478_43222.54313867_5_2_15_5_13_288200.wav,21,66.53,79.64,1.279,1.743,4.518,5.668,1.138,44,72820,44,26268,type  comments here
bk474_43591.23557863_5_6_6_32_37_50200.wav,bk478_43222.54313867_5_2_15_5_13_288200.wav,17,67.82,85.44,1.329,1.744,4.571,5.803,1.119,44,72820,44,26268,type  comments here
bk474_43591.23665274_5_6_6_34_25_129200.wav,bk478_43222.54313867_5_2_15_5_13_288200.wav,17,67.46,79.56,1.292,1.714,4.433,5.728,1.102,44,72820,44,26268,type  comments here
bk474_43591.23682759_5_6_6_34_42_158700.wav,bk478_43222.54313867_5_2_15_5_13_288200.wav,22,68.86,82.51,1.288,1.706,4.472,5.563,1.118,44,72820,44,26268,type  comments here
bk474_43591.23682759_5_6_6_34_42_73200.wav,bk478_43222.54313867_5_2_15_5_13_288200.wav,17,67.75,77.99,1.355,1.729,4.542,5.868,1.109,44,72820,44,26268,type  comments here
bk474_43591.24346349_5_6_6_45_46_42700.wav,bk478_43222.54313867_5_2_15_5_13_288200.wav,19,67.44,80.97,1.356,1.704,4.534,6.004,1.139,44,72820,44,26268,type  comments here
bk474_43591.24557514_5_6_6_49_17_132200.wav,bk478_43222.54313867_5_2_15_5_13_288200.wav,20,69.77,81.42,1.309,1.707,4.449,5.714,1.134,44,72820,44,26268,type  comments here
bk474_43591.24557514_5_6_6_49_17_46700.wav,bk478_43222.54313867_5_2_15_5_13_288200.wav,15,70.9,85.73,1.329,1.702,4.699,5.652,1.158,44,72820,44,26268,type  comments here
bk474_43591.24914823_5_6_6_55_14_64200.wav,bk478_43222.54313867_5_2_15_5_13_288200.wav,18,69.65,80.49,1.365,1.786,4.879,5.566,1.158,44,72820,44,26268,type  comments here
bk474_43591.24962044_5_6_6_56_2_115200.wav,bk478_43222.54313867_5_2_15_5_13_288200.wav,17,71.65,85.28,1.277,1.747,4.495,5.362,1.132,44,72820,44,26268,type  comments here
bk474_43591.24976892_5_6_6_56_16_176200.wav,bk478_43222.54313867_5_2_15_5_13_288200.wav,16,68.01,82.95,1.303,1.687,4.696,5.551,1.106,44,72820,44,26268,type  comments here
bk474_43591.21874926_5_6_6_4_34_250700.wav,bk478_43222.54499064_5_2_15_8_19_1020700.wav,17,66.27,78.96,1.407,1.876,4.24,5.692,1.151,44,72820,44,26268,type  comments here
bk474_43591.21874926_5_6_6_4_34_344700.wav,bk478_43222.54499064_5_2_15_8_19_1020700.wav,20,73.1,88.89,1.408,1.846,4.433,5.976,1.086,44,72820,44,26268,type  comments here
bk474_43591.22901103_5_6_6_21_41_113200.wav,bk478_43222.54499064_5_2_15_8_19_1020700.wav,14,71.47,89.11,1.363,1.818,4.404,5.988,1.156,44,72820,44,26268,type  comments here
bk474_43591.22901103_5_6_6_21_41_201700.wav,bk478_43222.54499064_5_2_15_8_19_1020700.wav,18,70.26,86.81,1.361,1.83,4.228,5.611,1.124,44,72820,44,26268,type  comments here
bk474_43591.23371946_5_6_6_29_31_274700.wav,bk478_43222.54499064_5_2_15_8_19_1020700.wav,20,68.3,85.48,1.367,1.887,4.559,5.708,1.161,44,72820,44,26268,type  comments here
